filename,r_peaks_seconds
records500/01000/01961_hr,"1.31,2.45,3.57,4.66,5.77,6.89,8.03,9.16"
records500/01000/01972_hr,"0.9,1.6,2.31,3.02,3.76,4.5,5.22,5.92,6.63,7.36,8.11,8.88"
records500/01000/01988_hr,"0.94,1.65,2.37,3.07,3.76,4.53,5.28,6.0,6.76,7.59,8.41,9.21"
records500/01000/01993_hr,"0.65,1.58,2.49,2.96,4.18,5.01,5.84,6.65,7.47,8.29,9.12"
records500/01000/01994_hr,"1.0,1.74,2.47,3.19,3.92,4.67,5.45,6.22,6.99,7.75,8.56"
records500/01000/01998_hr,"0.98,1.63,2.28,2.92,3.57,4.22,4.86,5.51,6.16,6.8,7.45,8.1,8.74"
records500/02000/02019_hr,"1.01,1.43,2.0,2.39,3.09,3.94,4.42,4.76,5.53,6.01,6.35,6.89,7.22,7.66,7.99,8.45,8.86,9.34"
records500/02000/02039_hr,"0.89,1.4,1.9,2.41,2.91,3.43,3.93,4.43,4.94,5.44,5.94,6.44,6.95,7.46,7.96,8.47,8.98"
records500/02000/02045_hr,"1.25,1.88,2.48,3.06,3.64,4.24,4.86,5.51,6.15,6.76,7.35,7.94,8.54,9.16"
records500/02000/02050_hr,"0.96,1.58,2.21,2.87,3.52,4.17,4.81,5.46,6.11,6.75,7.4,8.03,8.67,9.3"
records500/02000/02055_hr,"0.86,1.4,1.82,2.23,2.81,3.32,3.74,4.25,4.72,5.27,5.65,6.2,6.93,7.31,8.01,8.41,9.07"
records500/02000/02064_hr,"0.79,1.6,2.46,3.27,4.08,4.94,5.77,6.59,7.45,8.25,9.04"
records500/02000/02083_hr,"1.31,2.18,3.05,3.92,4.8,5.66,6.53,7.42,8.31,9.2"
records500/02000/02101_hr,"1.23,2.01,2.79,3.58,4.36,5.15,5.93,6.71,7.5,8.28,9.07"
records500/02000/02103_hr,"1.09,1.55,2.68,3.5,4.26,4.9,5.75,6.42,7.25,8.02,8.65"
records500/02000/02104_hr,"0.96,1.57,2.18,2.79,3.41,4.04,4.67,5.28,5.89,6.51,7.14,7.75,8.36,8.97"
records500/02000/02110_hr,"1.18,2.26,3.25,4.27,5.33,6.34,7.4,8.45"
records500/02000/02119_hr,"1.09,1.77,2.44,3.11,3.78,4.45,5.12,5.78,6.45,7.11,7.79,8.45,9.12"
records500/02000/02144_hr,"0.88,1.81,2.73,3.69,4.65,5.63,6.59,7.54,8.5"
records500/02000/02146_hr,"1.18,2.11,3.04,3.97,4.89,5.83,6.77,7.72,8.66"
records500/02000/02151_hr,"1.09,1.77,2.46,3.15,3.82,4.51,5.21,5.9,6.61,7.32,8.02,8.73"
records500/02000/02153_hr,"1.22,2.01,3.18,3.79,4.48,5.22,5.9,6.68,7.67,8.51"
records500/02000/02158_hr,"1.62,2.59,3.56,4.58,5.65,6.62,7.62,8.65"
records500/02000/02160_hr,"0.92,1.59,2.14,2.69,3.24,3.78,4.33,4.88,5.43,5.93,6.52,6.99,7.62,8.05,8.72,9.13"
records500/02000/02170_hr,"1.54,2.46,3.39,4.32,5.24,6.16,7.08,8.01,8.95"
records500/02000/02180_hr,"0.66,1.53,2.39,3.25,4.12,4.98,5.83,6.7,7.55,8.39,9.23"
records500/02000/02192_hr,"1.54,2.75,4.03,5.22,6.41,7.65,8.84"
records500/02000/02193_hr,"1.15,2.34,3.56,4.7,5.79,6.97,8.2,9.31"
records500/02000/02203_hr,"0.82,1.71,2.6,3.47,4.33,5.19,6.06,6.95,7.84,8.71"
records500/02000/02210_hr,"0.86,1.69,2.53,3.37,4.17,4.97,5.78,6.58,7.37,8.13,8.89"
records500/02000/02213_hr,"0.68,1.81,2.95,4.06,5.19,6.36,7.55,8.72"
records500/02000/02221_hr,"0.89,1.61,2.37,3.13,3.86,4.66,5.44,6.22,6.95,7.71,8.47,9.29"
records500/02000/02224_hr,"0.8,1.59,2.37,3.16,3.94,4.74,5.53,6.33,7.12,7.89,8.68"
records500/02000/02226_hr,"1.12,1.84,2.56,3.29,4.01,4.74,5.47,6.2,6.92,7.64,8.35,9.07"
records500/02000/02235_hr,"1.13,1.9,2.66,3.42,4.17,4.93,5.69,6.44,7.18,7.94,8.68"
records500/02000/02238_hr,"1.21,2.26,3.33,4.46,5.6,6.72,7.79,8.87"
records500/02000/02252_hr,"0.83,1.54,2.6,3.51,4.46,5.12,6.17,7.11,8.06,8.7"
records500/02000/02267_hr,"1.2,2.44,3.59,4.8,5.87,6.9,8.14,9.24"
records500/02000/02270_hr,"1.37,2.14,2.91,3.67,4.4,5.11,5.81,6.54,7.28,8.03,8.78"
records500/02000/02277_hr,"0.71,1.26,1.82,2.37,2.93,3.47,4.02,4.56,5.11,5.66,6.21,6.75,7.29,7.83,8.37,8.91"
records500/02000/02279_hr,"1.04,1.78,2.5,3.22,3.95,4.71,5.49,6.28,7.08,7.89,8.71"
records500/02000/02281_hr,"1.17,1.94,3.0,4.01,4.96,5.95,6.93,7.92,8.89"
records500/02000/02282_hr,"0.97,1.82,2.7,3.61,4.5,5.39,6.25,7.13,8.0,8.86"
records500/02000/02285_hr,"1.47,2.33,3.32,4.29,5.23,6.14,7.05,7.97,8.9"
records500/02000/02293_hr,"0.95,1.63,2.34,3.04,3.73,4.43,5.13,5.83,6.54,7.24,7.94,8.65"
records500/02000/02302_hr,"1.33,2.12,2.93,3.71,4.5,5.3,6.1,6.9,7.68,8.48,9.28"
records500/02000/02317_hr,"1.58,2.74,4.29,5.79,7.28,8.12"
records500/02000/02322_hr,"1.08,1.71,2.34,2.96,3.58,4.2,4.83,5.46,6.08,6.71,7.32,7.94,8.56,9.18"
records500/02000/02324_hr,"1.33,2.38,3.46,4.52,5.57,6.61,7.64,8.67"
records500/02000/02341_hr,"1.04,1.81,2.59,3.47,4.34,5.12,5.91,6.7,7.47,8.23,8.99"
records500/02000/02345_hr,"1.04,1.74,2.46,3.17,3.91,4.62,5.31,6.01,6.75,7.48,8.22,8.94"
records500/02000/02355_hr,"0.93,1.74,2.55,3.34,4.1,4.83,5.57,6.31,7.09,7.9,8.73"
records500/02000/02368_hr,"1.23,2.17,3.1,3.99,4.9,5.77,6.57,7.38,8.24,9.09"
records500/02000/02369_hr,"0.77,1.69,2.63,3.57,4.5,5.41,6.3,7.14,7.97,8.81"
records500/02000/02370_hr,"1.33,2.49,3.71,4.89,6.01,7.17,8.41"
records500/02000/02375_hr,"1.33,2.04,2.78,3.55,4.35,5.17,5.95,6.69,7.44,8.19,8.94"
records500/02000/02379_hr,"0.81,1.64,2.47,3.29,4.13,4.96,5.79,6.62,7.45,8.31,9.16"
records500/02000/02381_hr,"1.24,1.74,2.78,3.83,4.83,5.73,6.62,7.63,8.7"
records500/02000/02386_hr,"0.91,1.74,2.57,3.41,4.23,5.05,5.86,6.68,7.5,8.31,9.13"
records500/02000/02387_hr,"0.81,1.38,1.94,2.5,3.06,3.62,4.19,4.77,5.33,5.9,6.46,7.03,7.61,8.19,8.76,9.34"
records500/02000/02390_hr,"0.86,1.91,2.94,4.01,5.06,6.11,7.2,8.29"
records500/02000/02403_hr,"1.4,2.32,3.22,4.14,5.05,5.93,6.79,7.65,8.49"
records500/02000/02409_hr,"0.69,1.26,2.01,2.75,3.49,4.23,4.95,5.68,6.42,7.15,7.87,8.6,9.34"
records500/02000/02416_hr,"1.33,2.23,3.18,4.1,4.92,5.75,6.63,7.56,8.48,9.32"
records500/02000/02417_hr,"1.06,1.71,2.37,3.02,3.66,4.31,4.98,5.64,6.29,6.96,7.64,8.31,8.98"
records500/02000/02419_hr,"1.02,2.19,3.42,4.71,5.94,7.12,8.39"
records500/02000/02422_hr,"0.98,1.94,2.9,3.88,4.85,5.82,6.78,7.74,8.69"
records500/02000/02427_hr,"0.75,1.61,2.47,3.39,4.32,5.21,6.08,6.98,7.82,8.65"
records500/02000/02432_hr,"1.53,2.67,3.9,5.09,6.08,6.97,8.02,9.25"
records500/02000/02433_hr,"1.02,2.17,3.31,4.49,5.71,6.87,8.02,9.21"
records500/02000/02449_hr,"1.5,2.37,3.26,4.16,5.05,5.95,6.84,7.71,8.61"
records500/02000/02455_hr,"1.16,1.75,2.33,2.91,3.49,3.91,4.65,5.23,5.81,6.41,7.01,7.6,8.2,8.8,9.23"
records500/02000/02473_hr,"1.18,1.86,2.54,3.23,3.91,4.6,5.26,5.92,6.59,7.3,8.03,8.75"
records500/02000/02476_hr,"0.69,1.6,2.5,3.36,4.22,5.06,5.96,6.86,7.78,8.75"
records500/02000/02492_hr,"1.0,1.85,2.69,3.55,4.4,5.26,6.11,6.96,7.82,8.68"
records500/02000/02507_hr,"0.74,1.39,2.04,2.69,3.34,3.99,4.62,5.26,5.9,6.56,7.22,7.87,8.52,9.16"
records500/02000/02549_hr,"1.56,2.48,3.41,4.35,5.29,6.24,7.18,8.0,8.84"
records500/02000/02550_hr,"1.36,2.37,3.34,4.34,5.33,6.3,7.26,8.24,9.24"
records500/02000/02551_hr,"1.72,2.63,3.52,4.4,5.26,5.78,6.9,7.78,8.63,9.17"
records500/02000/02556_hr,"1.11,2.11,3.11,4.14,5.18,6.22,7.13,8.14,9.29"
records500/02000/02560_hr,"1.29,2.43,3.57,4.68,5.83,7.07,8.23"
records500/02000/02561_hr,"0.93,1.8,2.67,3.54,4.41,5.28,6.14,7.0,7.87,8.75"
records500/02000/02565_hr,"1.51,2.66,3.9,5.14,6.34,7.59,8.82"
records500/02000/02569_hr,"0.9,1.86,2.83,3.8,4.77,5.75,6.72,7.28,7.7,8.67"
records500/02000/02579_hr,"1.11,2.1,3.08,4.06,5.06,6.05,7.05,8.04,9.0"
records500/02000/02587_hr,"0.9,1.75,2.27,2.62,3.17,3.47,4.02,4.33,4.87,5.18,6.02,6.87,7.72,8.57"
records500/02000/02592_hr,"0.66,1.51,2.38,3.23,4.08,4.58,4.93,5.48,5.79,6.62,7.47,8.33,9.2"
records500/02000/02596_hr,"1.47,2.43,3.43,4.47,5.51,6.54,7.51,8.46"
records500/02000/02598_hr,"1.17,2.34,3.52,4.78,6.05,7.25,8.48"
records500/02000/02602_hr,"1.57,2.48,3.45,4.46,5.33,6.44,7.27,8.24,9.2"
records500/02000/02605_hr,"0.81,2.18,3.3,3.86,4.36,4.71,5.39,5.85,6.4,6.75,7.06,8.91"
records500/02000/02606_hr,"1.57,2.74,3.91,5.06,6.22,7.4,8.58"
records500/02000/02626_hr,"0.87,1.79,2.71,3.63,4.5,5.38,6.1,7.07,7.93,8.78"
records500/02000/02627_hr,"0.69,1.37,2.19,3.08,3.91,4.72,5.5,6.26,7.0,7.72,8.42,9.12"
records500/02000/02638_hr,"0.97,1.81,2.64,3.5,4.35,5.19,6.06,6.92,7.77,8.65"
records500/02000/02649_hr,"1.13,2.12,3.01,3.95,4.97,6.05,7.05,8.02,9.06"
records500/02000/02693_hr,"1.28,2.24,3.23,4.23,5.24,6.22,7.2,8.2,9.17"
records500/02000/02694_hr,"0.95,2.25,3.57,4.9,6.2,7.52,8.85"
records500/02000/02722_hr,"0.8,1.86,3.26,4.12,6.06,7.19,7.98,9.01"
records500/02000/02734_hr,"1.13,1.97,2.81,3.66,4.49,5.32,6.16,6.99,7.84,8.66"
records500/02000/02736_hr,"1.29,2.07,2.85,3.62,4.36,5.11,5.85,6.59,7.33,8.06,8.79"
records500/02000/02764_hr,"1.46,2.47,3.49,4.5,5.51,6.52,7.52,8.51"
records500/02000/02767_hr,"0.81,1.56,2.29,3.01,3.73,4.46,5.18,5.88,6.6,7.32,8.04,8.77"
records500/02000/02776_hr,"1.17,1.97,2.75,3.52,4.28,5.03,5.8,6.57,7.33,8.09,8.84"
records500/02000/02779_hr,"0.85,1.65,2.46,3.3,4.15,5.02,5.86,6.71,7.54,8.36,9.17"
records500/02000/02785_hr,"1.19,2.03,2.87,3.69,4.52,5.35,6.18,7.01,7.84,8.67"
records500/02000/02786_hr,"1.0,1.92,2.86,3.8,4.76,5.69,6.61,7.54,8.48"
records500/02000/02789_hr,"0.81,1.43,2.31,3.2,4.08,4.97,5.85,6.73,7.61,8.5"
records500/02000/02791_hr,"0.72,1.56,2.41,3.26,4.11,4.91,5.73,6.55,7.39,8.22,9.04"
records500/02000/02802_hr,"1.41,2.31,3.21,4.12,4.94,5.9,6.81,7.73,8.64"
records500/02000/02813_hr,"1.17,2.02,2.85,3.65,4.44,5.22,5.98,6.79,7.65,8.48,9.32"
records500/02000/02819_hr,"0.97,1.74,2.52,3.29,4.08,4.86,5.65,6.44,7.24,8.04,8.84"
records500/02000/02830_hr,"1.18,2.04,2.83,3.59,4.33,5.16,6.06,6.96,7.84,8.68"
records500/02000/02839_hr,"0.66,1.5,2.32,3.11,3.91,4.73,5.64,6.51,7.33,8.14,8.97"
records500/02000/02848_hr,"1.48,2.47,3.43,4.4,5.38,6.37,7.34,8.29,9.25"
records500/02000/02854_hr,"0.69,1.47,2.32,3.08,3.86,4.62,5.37,6.12,6.94,7.67,8.41,9.15"
records500/02000/02865_hr,"1.04,1.68,2.32,2.96,3.6,4.24,4.88,5.53,6.17,6.82,7.47,8.11,8.76"
records500/02000/02867_hr,"0.96,1.59,2.22,2.82,3.43,4.04,4.64,5.25,5.84,6.42,7.01,7.59,8.17,8.76"
records500/02000/02871_hr,"0.89,1.69,1.99,2.79,3.09,3.94,5.11,6.27,6.57,7.47,7.77,8.68"
records500/02000/02905_hr,"1.01,1.94,2.91,3.87,4.82,5.75,6.66,7.55,8.41,9.29"
records500/02000/02909_hr,"1.14,2.2,3.25,4.3,5.33,6.34,7.36,8.39"
records500/02000/02910_hr,"0.91,1.47,2.27,2.94,3.62,4.29,4.73,5.66,6.33,6.89,7.69,8.36,9.04"
records500/02000/02913_hr,"1.11,2.02,2.93,3.83,4.72,5.63,6.56,7.52,8.45"
records500/02000/02920_hr,"0.77,1.8,2.84,3.84,4.78,5.63,6.57,7.65,8.69"
records500/02000/02921_hr,"1.38,2.27,3.3,4.32,5.28,6.26,7.25,8.23,9.23"
records500/02000/02922_hr,"0.84,1.27,1.65,2.45,3.25,4.07,4.89,5.72,6.53,7.37,8.2,9.03"
records500/02000/02928_hr,"1.58,2.63,3.62,4.72,5.86,6.99,8.06,9.15"
records500/02000/02929_hr,"1.14,1.93,2.7,3.47,4.23,4.98,5.73,6.47,7.18,7.91,8.64"
records500/02000/02935_hr,"0.72,1.78,2.75,3.72,4.81,5.89,6.89,7.86,8.85"
records500/02000/02938_hr,"0.89,1.84,2.79,3.75,4.67,5.59,6.52,7.46,8.37,9.28"
records500/02000/02939_hr,"1.0,1.63,2.26,2.88,3.5,4.13,4.76,5.39,6.02,6.65,7.28,7.92,8.55,9.17"
records500/02000/02941_hr,"0.81,1.76,2.76,3.81,4.84,5.8,6.71,7.58,8.46"
records500/02000/02942_hr,"0.67,1.43,2.18,2.91,3.62,4.32,4.99,5.66,6.34,7.05,7.8,8.61"
records500/02000/02963_hr,"1.36,2.15,2.91,3.67,4.44,5.22,5.99,6.76,7.51,8.28,9.07"
records500/02000/02965_hr,"1.45,2.28,3.13,3.99,4.86,5.73,6.56,7.39,8.2,9.03"
records500/02000/02987_hr,"0.67,1.31,1.96,2.64,3.34,4.03,4.71,5.38,6.07,6.79,7.53,8.24,8.94"
records500/03000/03009_hr,"1.09,1.73,2.35,3.03,3.72,4.54,5.09,5.67,6.36,7.29,8.22,8.91"
records500/03000/03022_hr,"0.95,1.84,2.72,3.63,4.56,5.48,6.36,7.23,8.09,8.94"
records500/03000/03027_hr,"0.74,1.88,3.0,4.09,5.18,6.25,7.31,8.39"
records500/03000/03033_hr,"1.4,2.32,3.25,4.16,5.09,6.04,6.97,7.9,8.84"
records500/03000/03035_hr,"0.96,1.71,2.48,3.23,3.99,4.75,5.51,6.28,7.05,7.81,8.57,9.34"
records500/03000/03043_hr,"1.2,2.2,3.2,4.24,5.3,6.35,7.36,8.34,9.28"
records500/03000/03052_hr,"1.23,2.09,2.96,3.85,4.75,5.63,6.51,7.35,8.17,9.01"
records500/03000/03060_hr,"1.13,2.31,3.48,4.6,5.79,6.96,8.07,9.27"
records500/03000/03073_hr,"1.13,2.08,3.01,3.98,4.95,5.95,6.95,7.94,8.95"
records500/03000/03078_hr,"1.57,2.54,3.49,4.45,5.42,6.39,7.35,8.29,9.25"
records500/03000/03092_hr,"1.42,2.01,3.18,3.72,4.82,5.52,6.34,7.27,7.83,9.09"
records500/03000/03103_hr,"1.3,2.25,3.21,4.13,5.09,6.01,6.92,7.86,8.8"
records500/03000/03108_hr,"1.3,2.21,3.08,3.97,4.85,5.77,6.65,7.58,8.46,9.33"
records500/03000/03112_hr,"0.79,1.49,2.2,2.93,3.66,4.4,5.15,5.89,6.62,7.35,8.09,8.83"
records500/03000/03122_hr,"0.73,1.5,2.27,3.04,3.82,4.61,5.4,6.17,6.94,7.72,8.5,9.28"
records500/03000/03128_hr,"0.8,1.68,2.6,3.56,4.53,5.43,6.33,7.24,8.11,8.95"
records500/03000/03148_hr,"0.93,1.86,2.81,3.71,4.61,5.54,6.47,7.39,8.39"
records500/03000/03159_hr,"0.93,1.68,2.44,3.2,3.95,4.7,5.45,6.22,6.99,7.76,8.54,9.31"
records500/03000/03164_hr,"1.31,2.01,2.72,3.43,4.15,4.84,5.52,6.2,6.88,7.58,8.27,8.95"
records500/03000/03165_hr,"0.84,1.65,2.54,3.4,4.23,5.11,5.92,6.72,7.52,8.45"
records500/03000/03174_hr,"1.36,2.22,3.09,3.95,4.84,5.68,6.51,7.36,8.26,9.18"
records500/03000/03201_hr,"0.74,1.48,2.22,2.97,3.71,4.46,5.21,5.95,6.71,7.46,8.21,8.95"
records500/03000/03208_hr,"1.01,1.7,2.4,3.09,3.78,4.48,5.17,5.87,6.56,7.26,7.95,8.65"
records500/03000/03215_hr,"0.89,1.24,1.74,2.19,2.59,2.98,3.41,3.82,4.29,4.77,5.21,5.69,6.03,6.54,6.95,7.35,7.71,8.2,8.55,8.91"
records500/03000/03220_hr,"0.89,1.62,2.36,3.12,3.89,4.66,5.41,6.17,6.95,7.73,8.51,9.28"
records500/03000/03235_hr,"0.91,1.73,2.54,3.35,4.15,4.95,5.76,6.6,7.45,8.3,9.14"
records500/03000/03241_hr,"1.13,2.23,3.11,3.9,4.77,5.87,6.7,7.5,8.22,9.05"
records500/03000/03246_hr,"0.66,1.27,1.87,2.46,3.05,3.65,4.25,4.84,5.42,5.9,6.61,7.21,7.8,8.38,8.98"
records500/03000/03248_hr,"0.67,1.67,2.68,3.69,4.73,5.79,6.84,7.85,8.84"
records500/03000/03272_hr,"1.08,1.62,2.12,2.63,3.15,3.61,4.17,4.68,5.19,5.66,6.2,6.71,7.23,7.74,8.18,8.74,9.26"
records500/03000/03275_hr,"1.31,2.04,2.8,3.55,4.32,5.1,5.87,6.62,7.38,8.15,8.93"
records500/03000/03281_hr,"1.06,2.13,3.27,4.39,5.49,6.61,7.69,8.83"
records500/03000/03282_hr,"0.9,1.85,2.8,3.76,4.72,5.67,6.63,7.58,8.54"
records500/03000/03299_hr,"1.68,2.76,3.86,4.96,6.06,7.14,8.22,9.3"
records500/03000/03315_hr,"1.2,1.98,2.82,3.72,4.62,5.5,6.37,7.26,8.13,9.01"
records500/03000/03317_hr,"0.83,1.55,2.27,2.99,3.71,4.42,5.15,5.89,6.63,7.37,8.11,8.84"
records500/03000/03320_hr,"0.76,1.84,2.97,4.57,5.71,6.79,7.86"
records500/03000/03326_hr,"1.05,1.98,2.9,3.77,4.64,5.53,6.46,7.37,8.24,9.1"
records500/03000/03336_hr,"0.8,1.41,2.02,2.62,3.23,3.84,4.44,5.04,5.65,6.25,6.86,7.47,8.08,8.68,9.29"
records500/03000/03342_hr,"0.7,1.32,1.92,2.52,3.12,3.7,4.29,4.89,5.5,6.11,6.72,7.34,7.96,8.57,9.18"
records500/03000/03350_hr,"0.76,1.56,2.41,3.34,4.19,5.04,5.81,6.57,7.43,8.41"
records500/03000/03356_hr,"1.52,2.42,3.32,4.21,5.11,5.97,6.82,7.68,8.56"
records500/03000/03363_hr,"1.22,1.92,2.63,3.35,4.04,4.73,5.43,6.14,6.87,7.56,8.27,8.98"
records500/03000/03371_hr,"1.28,1.99,2.7,3.43,4.13,4.85,5.59,6.33,7.05,7.78,8.51,9.25"
records500/03000/03384_hr,"1.39,2.22,3.05,3.87,4.7,5.54,6.38,7.22,8.08,8.93"
records500/03000/03406_hr,"0.76,1.43,2.09,2.75,3.41,4.08,4.73,5.39,6.05,6.72,7.37,8.03,8.71"
records500/03000/03414_hr,"1.27,2.03,2.79,3.53,4.3,5.07,5.83,6.56,7.3,8.04,8.8"
records500/03000/03435_hr,"0.71,1.28,1.84,2.41,2.98,3.55,4.12,4.69,5.26,5.83,6.4,6.97,7.54,8.11,8.68,9.25"
records500/03000/03452_hr,"0.82,1.79,2.68,3.76,4.76,5.18,6.48,7.53,8.49"
records500/03000/03454_hr,"0.96,1.3,1.73,2.39,2.91,3.74,4.2,4.59,4.93,5.58,6.55,7.15,7.8,8.5,9.2"
records500/03000/03479_hr,"0.98,2.06,2.51,3.64,4.81,5.25,6.39,7.52,8.04,9.28"
records500/03000/03484_hr,"1.96,3.03,4.11,5.14,6.19,7.25,8.31,9.3"
records500/03000/03486_hr,"0.66,1.34,2.01,2.69,3.39,4.08,4.75,5.43,6.12,6.82,7.5,8.19,8.9"
records500/03000/03487_hr,"0.86,1.41,1.95,2.5,3.05,3.6,4.14,4.69,5.24,5.8,6.37,6.93,7.49,8.05,8.61,9.17"
records500/03000/03497_hr,"1.13,1.94,2.78,3.62,4.43,5.22,5.97,6.72,7.47,8.23,9.02"
records500/03000/03507_hr,"0.91,1.91,2.21,3.16,3.46,4.37,4.67,5.53,5.83,6.68,6.98,7.86,8.16,9.06"
records500/03000/03508_hr,"1.23,2.07,2.86,3.89,4.75,5.62,6.51,7.36,8.23,9.08"
records500/03000/03515_hr,"1.31,2.08,2.84,3.59,4.34,5.09,5.85,6.6,7.36,8.12,8.88"
records500/03000/03521_hr,"0.79,1.74,2.67,3.78,4.81,5.75,6.74,7.72,8.6"
records500/03000/03522_hr,"1.38,2.4,3.49,4.61,5.65,6.74,7.9,9.0"
records500/03000/03537_hr,"0.94,1.78,2.61,3.5,4.29,5.02,5.78,6.57,7.37,8.18,9.03"
records500/03000/03544_hr,"1.35,1.83,2.48,2.97,3.86,4.79,5.26,5.98,6.67,7.15,7.7,8.17,9.05"
records500/03000/03558_hr,"0.7,1.44,2.17,2.6,2.93,3.66,4.49,5.22,5.99,6.82,7.69,8.47,9.25"
records500/03000/03559_hr,"1.4,2.21,3.01,3.8,4.58,5.39,6.23,7.16,8.08,8.96"
records500/03000/03568_hr,"0.77,1.66,2.54,3.43,4.29,5.15,6.01,6.9,7.79,8.7"
records500/03000/03579_hr,"1.07,1.9,2.75,3.55,4.33,5.16,6.02,6.91,7.78,8.6"
records500/03000/03582_hr,"0.96,1.47,1.97,2.47,2.98,3.49,3.99,4.49,5.0,5.5,6.0,6.5,7.0,7.49,7.99,8.49,8.98"
records500/03000/03585_hr,"0.84,1.73,2.71,3.73,4.72,5.69,6.61,7.52,8.35,9.18"
records500/03000/03590_hr,"0.67,1.45,2.27,3.07,3.9,4.71,5.53,6.34,7.18,8.0,8.8"
records500/03000/03600_hr,"0.88,1.67,2.49,3.33,4.18,5.05,5.93,6.81,7.69,8.56"
records500/03000/03603_hr,"1.29,2.14,2.96,3.68,4.52,5.22,6.03,6.86,7.59,8.35,9.17"
records500/03000/03606_hr,"1.38,2.13,2.85,3.57,4.3,5.04,5.77,6.51,7.27,8.03,8.81"
records500/03000/03610_hr,"1.29,1.96,2.62,3.29,3.94,4.59,5.25,5.92,6.59,7.27,7.95,8.64,9.33"
records500/03000/03612_hr,"1.04,1.72,2.39,3.07,3.74,4.41,5.07,5.74,6.41,7.09,7.77,8.45,9.12"
records500/03000/03613_hr,"0.95,2.2,3.39,4.02,5.42,6.68,7.86,8.79"
records500/03000/03615_hr,"0.67,1.3,1.93,2.56,3.18,3.81,4.44,5.06,5.69,6.32,6.95,7.58,8.21,8.84"
records500/03000/03618_hr,"0.86,1.6,2.31,3.0,3.71,4.53,5.32,6.08,6.79,7.49,8.22,8.95"
records500/03000/03625_hr,"0.85,1.66,2.45,3.22,3.97,4.71,5.47,6.25,7.04,7.84,8.65"
records500/03000/03629_hr,"0.89,1.62,2.34,3.05,3.8,4.57,5.37,6.17,6.95,7.77,8.6"
records500/03000/03632_hr,"1.33,2.12,2.9,3.69,4.45,5.21,5.96,6.73,7.5,8.25,9.0"
records500/03000/03634_hr,"1.1,2.0,2.9,3.81,4.72,5.63,6.55,7.46,8.4,9.34"
records500/03000/03635_hr,"1.18,2.19,3.17,4.15,5.01,5.91,6.68,7.62,8.65"
records500/03000/03641_hr,"1.3,2.03,2.73,3.43,4.14,4.87,5.63,6.37,7.1,7.84,8.59,9.32"
records500/03000/03652_hr,"1.08,1.38,2.05,2.35,3.01,3.31,3.99,4.29,4.92,5.85,6.15,6.82,7.73,8.67"
records500/03000/03657_hr,"1.15,2.11,3.09,4.05,5.0,5.98,6.95,7.9,8.85"
records500/03000/03660_hr,"1.22,2.03,2.88,3.77,4.64,5.52,6.4,7.31,8.21,9.08"
records500/03000/03665_hr,"0.65,1.55,2.49,3.38,4.38,4.93,6.0,6.95,7.75,8.78"
records500/03000/03669_hr,"1.21,1.89,2.58,3.26,3.94,4.61,5.29,5.97,6.65,7.32,8.0,8.68"
records500/03000/03688_hr,"1.16,1.71,2.25,2.79,3.34,3.89,4.47,5.04,5.61,6.17,6.74,7.3,7.86,8.42,8.99"
records500/03000/03689_hr,"1.16,1.97,2.76,3.58,4.39,5.19,5.98,6.78,7.6,8.41,9.21"
records500/03000/03692_hr,"1.18,2.51,3.34,4.07,5.05,5.97,6.86,7.67,8.46,9.17"
records500/03000/03696_hr,"0.66,1.57,2.5,3.44,4.35,5.26,6.2,7.11,8.01,8.94"
records500/03000/03699_hr,"0.73,1.46,2.25,3.05,3.76,4.47,5.18,5.88,6.56,7.25,7.94,8.61,9.28"
records500/03000/03702_hr,"0.77,1.65,2.56,3.48,4.4,5.27,6.17,7.09,8.0,8.89"
records500/03000/03704_hr,"1.34,2.4,3.42,4.44,5.47,6.43,7.43,8.43"
records500/03000/03708_hr,"1.08,1.81,2.54,3.29,4.03,4.77,5.52,6.27,7.02,7.76,8.5,9.24"
records500/03000/03712_hr,"0.77,1.49,2.23,2.96,3.69,4.41,5.14,5.87,6.61,7.34,8.06,8.79"
records500/03000/03723_hr,"0.89,1.99,2.83,3.43,4.28,5.15,6.0,6.86,7.7,8.57"
records500/03000/03740_hr,"0.76,1.65,2.53,3.41,4.3,5.19,6.07,6.94,7.82,8.7"
records500/03000/03755_hr,"1.18,2.15,3.13,4.15,5.14,6.13,7.1,8.05,9.0"
records500/03000/03756_hr,"0.97,1.69,2.4,3.12,3.84,4.55,5.27,5.99,6.72,7.45,8.18,8.9"
records500/03000/03785_hr,"0.88,1.8,2.7,3.61,4.53,5.45,6.41,7.39,8.36"
records500/03000/03791_hr,"1.26,1.89,2.54,3.19,3.85,4.52,5.18,5.84,6.51,7.18,7.84,8.51,9.17"
records500/03000/03793_hr,"0.69,1.32,2.31,3.4,4.27,5.28,6.28,7.27,8.26,9.24"
records500/03000/03805_hr,"1.62,2.41,2.97,4.0,4.76,5.32,6.37,7.11,7.65,8.01,9.31"
records500/03000/03827_hr,"0.69,1.43,1.76,2.3,3.17,4.05,4.93,5.81,6.69,7.59,8.36,9.33"
records500/03000/03842_hr,"1.66,2.94,4.22,5.43,6.65,7.91,9.15"
records500/03000/03855_hr,"1.21,2.12,3.02,3.9,4.79,5.69,6.59,7.35,8.35,9.07"
records500/03000/03863_hr,"1.37,2.28,3.15,4.03,4.91,5.79,6.69,7.59,8.49"
